Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-11,7.619036674499512,7.629555478187447,7.434503777391381,7.460350164175055,545759200
2010-06-14,7.642177581787109,7.788541190934724,7.634063167951529,7.6926689621120525,602960400
2010-06-15,7.804773807525635,7.809582588685476,7.678846659769785,7.683054343284646,585074000
2010-06-16,8.03197956085205,8.04700619132111,7.833020360568658,7.847145746324154,783678000
2010-06-17,8.170831680297852,8.20178779801958,8.09960283555173,8.132662393103098,872855200
2010-06-18,8.23695182800293,8.26490326720494,8.157308403660933,8.182253552379416,784621600
2010-06-21,8.119739532470703,8.385418198702922,8.076461316388826,8.34574656750565,776490400
2010-06-22,8.230338096618652,8.294052817044982,8.15971115724039,8.179546569247357,717262000
2010-06-23,8.143782615661621,8.254683094345834,8.051516158850282,8.252278704426754,768457200
2010-06-24,8.084573745727539,8.21080096302649,8.057524368420843,8.144681065476528,714277200
2010-06-25,8.015451431274414,8.12274532934578,7.988702993627858,8.116434206823952,549942400
2010-06-28,8.063538551330566,8.107117719740785,7.949933529014378,8.022363772971488,584948000
2010-06-29,7.698980808258057,7.946026251331022,7.642779398468302,7.937911034198449,1133344800
2010-06-30,7.559530735015869,7.7530793397073134,7.513848924207623,7.715210994870556,739452000
2010-07-01,7.467864036560059,7.657806824639255,7.309779414428749,7.642779387871384,1022896000
2010-07-02,7.4215826988220215,7.541498860608486,7.30917905320107,7.528273910935217,693842800
2010-07-06,7.4723711013793945,7.597696286333978,7.398136783118237,7.543599130384268,615235600
2010-07-07,7.774112701416016,7.777118990192155,7.506030551329181,7.528269544462011,654556000
2010-07-08,7.756685733795166,7.901246888703255,7.660512531399572,7.888623839891283,738144400
2010-07-09,7.802670001983643,7.811084566086115,7.668627641025005,7.720621381082885,433322400
2010-07-12,7.732641220092773,7.869688229147281,7.659609885937843,7.76990845961929,562878400
2010-07-13,7.5676445960998535,7.705893818608213,7.406253519828994,7.70349023100873,1190924000
2010-07-14,7.595594882965088,7.687861353513319,7.4834929951646405,7.4949146515141125,812047600
2010-07-15,7.557125091552734,7.7230239827115685,7.432400173811457,7.460350805254527,824866000
2010-07-16,7.5105414390563965,7.662916042256759,7.465760879591207,7.609119020389172,1039858400
2010-07-19,7.380705833435059,7.509939370220809,7.20098252132638,7.509939370220809,1024478000
2010-07-20,7.570346355438232,7.600701368459251,7.21330337960316,7.300159934944708,1074950800
2010-07-21,7.640976905822754,7.968867986805459,7.633764537942607,7.967064694202066,1185671200
2010-07-22,7.784634113311768,7.81408708280454,7.673132554117836,7.744361390829852,645318800
2010-07-23,7.812283992767334,7.825508135651769,7.702285575464736,7.726629619053549,533388800
2010-07-26,7.792447090148926,7.817091276458189,7.745262156774784,7.814085790013999,420551600
2010-07-27,7.936709403991699,7.958348109785766,7.823104392872889,7.840235269032076,584771600
2010-07-28,7.8429412841796875,7.9941145133641,7.821603524358298,7.924388800681613,519985200
2010-07-29,7.7572855949401855,7.893731509740306,7.696877305873465,7.8354266605402545,643806800
2010-07-30,7.731441497802734,7.805073952958856,7.660813728337126,7.690568463022339,448210000
2010-08-02,7.869687080383301,7.8919268803489535,7.80266673053733,7.827310919962317,428055600
2010-08-03,7.872095108032227,7.9120668974673505,7.796659360214985,7.844445419004413,417653600
2010-08-04,7.903650283813477,7.942720015388194,7.823405775660231,7.899442601405937,420375200
2010-08-05,7.865181922912598,7.909662340485381,7.8306192139616355,7.866083167999368,289097200
2010-08-06,7.816792964935303,7.858868982502859,7.742858783577111,7.807475553503474,444897600
2010-08-09,7.866683006286621,7.878704955742242,7.8011649868201705,7.858567789137406,303128000
2010-08-10,7.796357154846191,7.827614227230748,7.740455885614942,7.809581300855042,451920000
2010-08-11,7.519255638122559,7.684554209828448,7.507835590274197,7.675838698961744,620054400
2010-08-12,7.5673441886901855,7.60671487196414,7.396936655273788,7.414067533115645,534920400
2010-08-13,7.486496448516846,7.570046571382486,7.486195498579526,7.563134353222097,354869200
2010-08-16,7.442618370056152,7.513847212944396,7.411962400595412,7.440815077734933,318430000
2010-08-17,7.572752475738525,7.65269682305365,7.489501691531987,7.515949976530403,422640400
2010-08-18,7.605811595916748,7.653898586622678,7.561031042262646,7.584473841466753,339696000
2010-08-19,7.509942531585693,7.618137704365852,7.473877473992307,7.598902578964791,426706000
2010-08-20,7.502726078033447,7.631357712757991,7.483490961045401,7.495212761726617,384230000
2010-08-23,7.387319564819336,7.573655792901227,7.370790585972405,7.567344669884512,414041600
2010-08-24,7.210902214050293,7.303167883920526,7.1724327713772915,7.293250977628459,602565600
2010-08-25,7.299860954284668,7.332921315397664,7.128853136642654,7.154098428050143,596867600
2010-08-26,7.221419811248779,7.385816360819907,7.221419811248779,7.376799898609419,466505200
2010-08-27,7.261692523956299,7.291446447918811,7.079564000371662,7.2656000588389285,548391200
2010-08-30,7.288138389587402,7.385814701929043,7.233439333662815,7.235843723045574,383289200
2010-08-31,7.306172847747803,7.350052160685612,7.223523951652617,7.268604657001502,420786800
2010-09-01,7.523465156555176,7.557425963496746,7.401745714533743,7.437509814081068,697037600
2010-09-02,7.578763008117676,7.578763008117676,7.470567881024008,7.551413477003461,415427600
2010-09-03,7.77712345123291,7.777423598762867,7.648791923906004,7.666523901645005,520788800
2010-09-07,7.748270511627197,7.799963292537734,7.701385708274182,7.713106708479088,342557600
2010-09-08,7.901849269866943,7.946028744085306,7.787041221851387,7.807478542295436,526551200
2010-09-09,7.906353950500488,8.01004044668611,7.901846121112687,7.965560842628866,438575200
2010-09-10,7.916570663452148,7.949330063566652,7.856161591310576,7.9099585934486365,387542400
2010-09-13,8.025671005249023,8.062938252198451,7.987202365688461,7.989004855871901,388780000
2010-09-14,8.056324005126953,8.089683707588469,7.9799862391088165,8.000723698491168,408150400
2010-09-15,8.121241569519043,8.126051151717673,8.049712577064206,8.059631086390569,429368800
2010-09-16,8.312084197998047,8.315089684782452,8.099601498806301,8.121842101010902,652103200
2010-09-17,8.276021003723145,8.353861114907481,8.225229474471082,8.34574589830117,634477200
2010-09-20,8.512246131896973,8.528775908967443,8.290446008682359,8.297358227447615,658677600
2010-09-21,8.528478622436523,8.636072694593759,8.499025640008423,8.53118396313857,668074400
2010-09-22,8.648093223571777,8.655005444167974,8.487603386975156,8.496619850274618,585289600
2010-09-23,8.683252334594727,8.798660605498696,8.595494538748824,8.605412242666151,786116800
2010-09-24,8.785438537597656,8.821804530583464,8.732243421759918,8.778827268448673,649488000
2010-09-27,8.75057601928711,8.857869104945301,8.746068189691378,8.835329154433337,482834800
2010-09-28,8.621346473693848,8.768912340554065,8.264904382585767,8.768912340554065,1035042400
2010-09-29,8.636670112609863,8.710002389877694,8.595496144771197,8.632462430836583,469644000
2010-09-30,8.527874946594238,8.715713474531567,8.452739374912655,8.685659406365586,673391600
2010-10-01,8.490911483764648,8.61293110079079,8.45574767129306,8.600007902136646,448142800
2010-10-04,8.374295234680176,8.502324926335813,8.34814710506653,8.463255213181892,435302000
2010-10-05,8.683856010437012,8.699182790510728,8.469869346279744,8.475280025474266,501967200
2010-10-06,8.691370010375977,8.775522056651862,8.573257158608314,8.703391960567785,670868800
2010-10-07,8.692272186279297,8.730140527409366,8.62284742922977,8.725932844780091,408399600
2010-10-08,8.838035583496094,8.850958780134532,8.715715837980294,8.767107674478817,658403200
2010-10-11,8.87680435180664,8.933306716280104,8.853964251062166,8.858171933711613,427753200
2010-10-12,8.972376823425293,9.00122950306986,8.790548443315423,8.878307072167575,558544000
2010-10-13,9.020462989807129,9.075161251530611,9.01024433337382,9.02226628211889,630092400
2010-10-14,9.085681915283203,9.090489892807458,9.028277504611777,9.067047892559835,435296400
2010-10-15,9.459254264831543,9.467068531993954,9.163821677878463,9.239858502010094,922194000
2010-10-18,9.557229995727539,9.587283259481119,9.445728438738355,9.571355382806335,1093010800
2010-10-19,9.301469802856445,9.430101452353318,9.01685697002107,9.118440035680441,1232784000
2010-10-20,9.33272647857666,9.444528206215779,9.222728845974778,9.286743723528325,721624400
2010-10-21,9.30237102508545,9.459253439451983,9.220623380816845,9.387724451350271,551460000
2010-10-22,9.240758895874023,9.317997901131964,9.205595903735535,9.288845080124942,372778000
2010-10-25,9.281933784484863,9.364882821704409,9.269911835960315,9.289447903579346,392462000
2010-10-26,9.258193016052246,9.30898455231801,9.186062116716965,9.222729065166877,392929600
2010-10-27,9.251579284667969,9.313790860042312,9.184558127497956,9.246169407997753,399002800
2010-10-28,9.173742294311523,9.256691357177955,9.043307322624312,9.255188211880991,551051200
2010-10-29,9.045709609985352,9.192975293637563,9.042403172327536,9.143385951571014,430511200
2010-11-01,9.14188289642334,9.184560018631378,9.082375845864764,9.082976943396334,423889200
2010-11-02,9.29755973815918,9.322504875313665,9.22663266301919,9.22663266301919,433930000
2010-11-03,9.400949478149414,9.403353868061712,9.272617975447206,9.357971409733754,508348400
2010-11-04,9.565345764160156,9.622749367938887,9.467969580454533,9.480592627147235,642488000
2010-11-05,9.531084060668945,9.604416352466174,9.519664010412043,9.556931253825939,361253200
2010-11-08,9.575861930847168,9.610423821566819,9.519960684853388,9.533184825365124,281758400
2010-11-09,9.499526023864746,9.656409238447521,9.45204093332763,9.648895119522086,383544000
2010-11-10,9.55812931060791,9.58036910651098,9.423485933080277,9.516353452649831,384227200
2010-11-11,9.516661643981934,9.569256485582802,9.444530727108088,9.467071488156115,361284000
2010-11-12,9.257591247558594,9.512150030020402,9.125353804920511,9.497123394450956,795846800
2010-11-15,9.227837562561035,9.333027215281831,9.204695710557123,9.270514681643574,403606000
2010-11-16,9.064040184020996,9.244665526743155,8.995816837470334,9.188163979977448,657650000
2010-11-17,9.031286239624023,9.136174974159914,8.948937463910255,9.052323855538113,479449600
2010-11-18,9.269612312316895,9.306879552717632,9.157210296181335,9.172537077781639,494491200
2010-11-19,9.21851921081543,9.268709637741523,9.173738660255003,9.255786445467923,384843200
2010-11-22,9.417781829833984,9.417781829833984,9.192676001985285,9.21701925024063,393075200
2010-11-23,9.2786283493042,9.36939326793229,9.213411277849413,9.330321931008484,519447600
2010-11-24,9.461057662963867,9.479090587386299,9.369393106016574,9.376905620725891,413725200
2010-11-26,9.467070579528809,9.548217151006732,9.40515913138006,9.429202233008013,237585600
2010-11-29,9.523270606994629,9.541602877432657,9.358272950251772,9.48209582841504,445785200
2010-11-30,9.351358413696289,9.447832534784242,9.342943050556768,9.423187542732784,501858000
2010-12-01,9.50914478302002,9.54971765970009,9.467068761351783,9.475183176181124,461750800
2010-12-02,9.561738967895508,9.587284405646665,9.463761688895477,9.543104946999398,462837200
2010-12-03,9.540399551391602,9.576764739939664,9.507339997244914,9.52747635868334,342092800
2010-12-06,9.621849060058594,9.687367084682304,9.569854525836949,9.57646659855801,448481600
2010-12-07,9.563544273376465,9.73725665729087,9.560839735556634,9.73154743413055,391454000
2010-12-08,9.647693634033203,9.647994584028313,9.530482840071112,9.60621871204047,321935600
2010-12-09,9.610121726989746,9.692469632255516,9.587881131544563,9.681350538332339,294151200
2010-12-10,9.634171485900879,9.648897975604557,9.575264724552666,9.606821946793975,262511200
2010-12-13,9.667531967163086,9.769416813076672,9.647396400076016,9.748679345817608,439815600
2010-12-14,9.626057624816895,9.693679903862181,9.587287229252187,9.669335851304536,351008000
2010-12-15,9.628161430358887,9.707503905692517,9.592997622143459,9.61734087106163,417312000
2010-12-16,9.654905319213867,9.695779137465944,9.620343424555527,9.650096540297953,322030800
2010-12-17,9.635672569274902,9.671136516999876,9.624251717496804,9.666327737303837,386929200
2010-12-20,9.683759689331055,9.715016760351228,9.564144493060548,9.665426616249386,385610400
2010-12-21,9.743566513061523,9.74927653754222,9.67895054383267,9.70750146876946,256354000
2010-12-22,9.772419929504395,9.789250660677805,9.724032781180991,9.748376830361527,265921600
2010-12-23,9.72553539276123,9.77211924590333,9.7126121975859,9.76761141585304,223157200
2010-12-27,9.7579927444458,9.78083444906251,9.663021748639572,9.702994330452134,249816000
2010-12-28,9.78173542022705,9.817499513141538,9.769413324306374,9.794958761016746,175924000
2010-12-29,9.776326179504395,9.811189029818195,9.770615352340357,9.804276007728392,163139200
2010-12-30,9.727340698242188,9.78294022299051,9.709007621692669,9.782038977807307,157494400
2010-12-31,9.694279670715332,9.721929355149742,9.656711475558348,9.70600067153281,193508000
2011-01-03,9.904956817626953,9.92569427671763,9.76280089353376,9.786843987066948,445138400
2011-01-04,9.95665168762207,9.99301688135608,9.86228098834425,9.991213588916375,309080800
2011-01-05,10.03809642791748,10.048315083895586,9.902852720693234,9.904355865486055,255519600
2011-01-06,10.029984474182129,10.075666279861002,10.005039328791659,10.0597375971177,300428800
2011-01-07,10.101815223693848,10.108727444887132,9.974986036592734,10.037799532538068,311931200
2011-01-10,10.292057037353516,10.31549903877136,10.133371300196654,10.183260790718405,448560000
2011-01-11,10.267712593078613,10.36749156248203,10.202494721699471,10.365087975147008,444108000
2011-01-12,10.351261138916016,10.351562088893202,10.278530758562722,10.316098946114842,302590400
2011-01-13,10.389128684997559,10.417981359019391,10.334130281476469,10.373500955768945,296780400
2011-01-14,10.473282814025879,10.473282814025879,10.351864329953454,10.39544269461839,308840000
2011-01-18,10.237958908081055,10.361481641259667,9.79766500034059,9.903455757703941,1880998000
2011-01-19,10.18355941772461,10.476887726170503,10.124653477582044,10.469373607402725,1135612800
2011-01-20,9.998424530029297,10.167328871566113,9.921485674818266,10.111127473522632,764789200
2011-01-21,9.819302558898926,10.064544683907926,9.816597219293234,10.031184178992767,754401200
2011-01-24,10.141788482666016,10.141788482666016,9.819306417711692,9.82381505131524,574683200
2011-01-25,10.260497093200684,10.261700090489075,10.055227555220169,10.108123321914725,546868000
2011-01-26,10.334134101867676,10.386728937863765,10.263507140474918,10.307385660038,506875600
2011-01-27,10.314897537231445,10.359377950709554,10.30347748700513,10.332028415104313,285026000
2011-01-28,10.101212501525879,10.350663172191446,10.023974274407863,10.343750951560674,592057200
2011-01-31,10.19798469543457,10.219624201291797,10.04711326448503,10.092193963287803,377246800
2011-02-01,10.369598388671875,10.388231612261128,10.247878930124262,10.257496491994088,426633200
2011-02-02,10.34825611114502,10.376205936499312,10.3251142624668,10.352163645519214,258955200
2011-02-03,10.32181167602539,10.345855581041512,10.174846918015298,10.332631433282646,393797600
2011-02-04,10.413775444030762,10.419786418805039,10.323913377488688,10.327820109825295,321840400
2011-02-07,10.575471878051758,10.616645066141064,10.448041567145001,10.455554887488288,485021600
2011-02-08,10.675248146057129,10.684865707245208,10.58358357485042,10.629566335480709,381040800
2011-02-09,10.76420783996582,10.789453935406076,10.665330108358352,10.674946865992677,482745200
2011-02-10,10.655412673950195,10.819509100745641,10.458857780845054,10.741067874041674,928550000
2011-02-11,10.724835395812988,10.753386319072753,10.625355780496184,10.661721772642377,367572800
2011-02-14,10.79486083984375,10.80387649815473,10.720627318559492,10.723031708117947,310416400
2011-02-15,10.816500663757324,10.818604906105556,10.7458737194949,10.7951621054823,284174800
2011-02-16,10.91357707977295,10.96677219978962,10.834533965889026,10.84354962544891,481157600
2011-02-17,10.768417358398438,10.827624269474779,10.71492047337846,10.736860937518292,530583200
2011-02-18,10.535795211791992,10.804479348313961,10.504538144783053,10.780736400602668,816057200
2011-02-22,10.176647186279297,10.380715355517816,10.149899553698871,10.28303902675417,872555600
2011-02-23,10.297164916992188,10.357873349739291,10.176646888775256,10.18145647074196,671854400
2011-02-24,10.304978370666504,10.37320172500959,10.169434511923116,10.339240924095153,499900800
2011-02-25,10.463665008544922,10.471779422662397,10.362683046920173,10.37650748541168,380018800
2011-02-28,10.615439414978027,10.670738778778633,10.552625931314639,10.556232516240769,403074000
2011-03-01,10.498229026794434,10.690876379948309,10.449240779681475,10.68336306174983,456136800
2011-03-02,10.58267879486084,10.649699953285733,10.470877082516145,10.51776187866928,602590800
2011-03-03,10.806282043457031,10.813194262396909,10.696884722571241,10.735054006792707,500788400
2011-03-04,10.819507598876953,10.828223111182368,10.751885335307295,10.82161103881733,453266800
2011-03-07,10.680057525634766,10.869699392763714,10.558338078035147,10.8615841743992,546123200
2011-03-08,10.6920747756958,10.74136395533947,10.586584198223415,10.666528539858536,356316800
2011-03-09,10.593199729919434,10.662024194449888,10.536999116262523,10.659919951793153,453306000
2011-03-10,10.41888427734375,10.512052780437967,10.365688354871248,10.49251671133111,507539200
2011-03-11,10.57877254486084,10.588691054746226,10.368694990392191,10.378611895210843,471080400
2011-03-14,10.625957489013672,10.71371611111441,10.55833603263237,10.61453663753299,435957200
2011-03-15,10.38161849975586,10.454048743408135,10.221429624673105,10.281537770631843,721081200
2011-03-16,9.918181419372559,10.308585804805743,9.805478451093395,10.278531733433521,1162011200
2011-03-17,10.057336807250977,10.206705968588677,9.937720777125243,10.123154996550408,659422400
2011-03-18,9.938019752502441,10.164327784738067,9.917883383964242,10.132169464077503,753214000
2011-03-21,10.1973876953125,10.210611040560659,10.075968382372023,10.097908847003898,409402000
2011-03-22,10.254490852355957,10.297168785862606,10.192579398955735,10.295365492897536,325922800
2011-03-23,10.194082260131836,10.225037584702068,10.096706047800255,10.196786798237241,372996400
2011-03-24,10.367791175842285,10.39874729013976,10.18416033725409,10.274022390665314,404712000
2011-03-25,10.565250396728516,10.58087813097276,10.42940475387649,10.460961974949369,448910000
2011-03-28,10.532186508178711,10.648797792377826,10.532186508178711,10.613633997654567,309355200
2011-03-29,10.547820091247559,10.547820091247559,10.400555178385801,10.448641385736487,352900800
2011-03-30,10.477789878845215,10.545412940948143,10.442025784240826,10.53819896898874,329406000
2011-03-31,10.474186897277832,10.512956489509394,10.400554446031775,10.409570107691701,274019200
2011-04-01,10.355467796325684,10.566749105005846,10.317599465076226,10.552323570859935,418661600
2011-04-04,10.25418758392334,10.356672696579396,10.170336492901722,10.347957184500926,460084800
2011-04-05,10.185062408447266,10.286044370492638,10.098205834936813,10.127959756869215,482731200
2011-04-06,10.159518241882324,10.335635814597795,10.132469654169283,10.255091149019707,402539200
2011-04-07,10.160722732543945,10.231348897475991,10.099110624751537,10.161323027659726,373447200
2011-04-08,10.069953918457031,10.222929587811887,10.036594218202369,10.216017369319454,377535200
